ID,specifypositive_April2020,specifypositive_May2020,specifypositive_Nov2020,specifypositive_April2021,Corpus,clean_text,char_len,word_len,containsJunkWord,dup_idx,similar_idx,dup_similar_idx,FINAL_CLUSTER_ID,Seed_Q1,Seed_Q2,Dist_to_Center,Cohesion,FREQ,COVERAGE
0868179b,,Getting closer to my husband,,,Getting closer to my husband.,get close husband,29,5,0,['0868179b'],['0868179b'],"('0868179b',)",21,spend time w spouse read spouse work home lunch daily spouse,mu husband get time play child work home husband work home slow peace life manage get work home get spend time family school area close long period time,0.341,0.76,15,1.722158438576349
093482f6,,"Spending more time with family, saving money, feel less stressed",More walking and seeing friends,"working from home, saving money, spending more time with my family","Spending more time with family, saving money, feel less stressed. More walking and seeing friends. working from home, saving money, spending more time with my family",spend time family save money feel less stressed walk see friend work home save money spend time family,165,26,0,['093482f6'],"['093482f6', '7a8c21cf']","('093482f6', '7a8c21cf')",22,spend time family save money feel less stressed walk see friend work home save money spend time family,time family reduce spending habit .. time family work home well control finance not spend money pub restaurant .. spend less money time spend child due homeworking .. time family work home less expenditure due lockdown,0.114,0.797,8,0.9184845005740528
093a7c48,"More family time,getting more work done",More time with family ,Opened my eyes to this huge scam,Meet new like minded people ,"More family time,getting more work done. More time with family . Opened my eyes to this huge scam. Meet new like minded people",family time get work do time family open eye huge scam meet new like minded people,126,23,0,['093a7c48'],['093a7c48'],"('093a7c48',)",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.263,0.676,136,15.614236509758898
0974c46d,,,,I can get food and necessities delivered to my home as long as I can pay for it and don't have to go out.,I can get food and necessities delivered to my home as long as I can pay for it and don't have to go out.,can get food necessity deliver home long can pay do not go,105,24,0,['0974c46d'],['0974c46d'],"('0974c46d',)",23,currently work home spend money food working hour,less waste food save money spend time child work home option able work home day,0.292,0.734,13,1.492537313432836
09bb381d,,More time for me.,Self-knowledge related,Selflearning and resilience,More time for me.. Self-knowledge related. Selflearning and resilience,time .. self knowledge relate selflearne resilience,70,9,0,['09bb381d'],['09bb381d'],"('09bb381d',)",24,time family less stress pressure busy relaxed lifestyle time immediate family our household family harmony time family ability reassess focus what important reduce stress anxiety long commute time home child less rush around mean time choose how use time e.g. discover love gardening,renew focus important thing slow pace life time spend son .. prioritise family health build work debt work life balance home improvement regular contact family,0.421,0.75,16,1.8369690011481057
09c5edc3,Doing more exercise,Learnt a new language,,New girlfriend,Doing more exercise. Learnt a new language.  New girlfriend,exercise learn new language new girlfriend,59,9,0,['09c5edc3'],['09c5edc3'],"('09c5edc3',)",25,exercise home read learn new skill learn new skillset,exercise perform personal task time study course material learn something new,0.283,0.737,7,0.8036739380022963
0a0f9b59,"Working from Home has reduced travel time and it's less stressful, and I can concentrate more","Working from Home, avoiding long hours in transportation. More time with my husband",Working from home is something that should be the norm,Working from home is better for my mental health. And less expensive,"Working from Home has reduced travel time and it's less stressful, and I can concentrate more. Working from Home, avoiding long hours in transportation. More time with my husband. Working from home is something that should be the norm. Working from home is better for my mental health. And less expensive",work home reduce travel time less stressful can concentrate work home avoid long hour transportation time husband work home something norm work home well mental health less expensive,304,51,0,['0a0f9b59'],"['0a0f9b59', '1f923242']","('0a0f9b59', '1f4edae5', '1f923242', 'b7263027', 'f7feadc1')",2,work home confine home spending less money save money long commute,work home work home home improvement do less commuting home work,0.222,0.73,28,3.214695752009185
0a4d3770,,,New friendships,More time with the children ,New friendships. More time with the children,new friendship time child,44,7,0,['0a4d3770'],['0a4d3770'],"('0a4d3770',)",26,time child time teenager,time home sleep time,0.277,0.761,5,0.574052812858783
0a51425b,,Dinner at home,"having my family together, and not travelling for work",Having my daughter home from college and making more meals together with my family,"Dinner at home. having my family together, and not travelling for work. Having my daughter home from college and making more meals together with my family",dinner home family together not travel work daughter home college make meal together family,154,26,0,['0a51425b'],['0a51425b'],"('0a51425b',)",21,spend time w spouse read spouse work home lunch daily spouse,mu husband get time play child work home husband work home slow peace life manage get work home get spend time family school area close long period time,0.279,0.76,15,1.722158438576349
0a82a29f,"Saving money, earning extra money with extra available time, working out and losing weight","Saving money, earning more money, working out more","More workouts, weight loss","weight loss, more workouts, healthy eating, saved a lot of money","Saving money, earning extra money with extra available time, working out and losing weight. Saving money, earning more money, working out more. More workouts, weight loss. weight loss, more workouts, healthy eating, saved a lot of money",save money earn extra money extra available time work lose weight save money earn money work workout weight loss weight loss workout healthy eat save lot money,236,37,0,['0a82a29f'],"['0a82a29f', 'e59b4117']","('0a82a29f', 'e59b4117')",27,save money earn extra money extra available time work lose weight save money earn money work workout weight loss weight loss workout healthy eat save lot money,not go pub spend less time hotel less beer eat well lose wieght work home bit save money by not go pub eat,0.137,0.734,10,1.148105625717566
0b437e1f,,Got a pet,Literary programs are available online now,Moved to a better living situation.,Got a pet. Literary programs are available online now. Moved to a better living situation.,get pet literary program available move well living situation,90,15,0,['0b437e1f'],['0b437e1f'],"('0b437e1f',)",28,time get thing do not time do can work posture when work home able save money can live home save money by not pay rent move away rental place also got spend many month home country can work remotely,get time pet spend time home instead travel work .. girlfriend move girlfriend move stop travel 100 night year work start work home girlfriend move month ago purchase home,0.405,0.658,16,1.8369690011481057
0b6ab69c,running more and reading a lot,"More active, working on myself, more healthy",Made me open my eyes,New job where im really happy at,"running more and reading a lot. More active, working on myself, more healthy. Made me open my eyes. New job where im really happy at",run read lot active work healthy make open eye new job where m really happy,132,25,0,['0b6ab69c'],"['0b6ab69c', '8f926fe6', 'a17f412a', 'ddbfca35', 'e1b11a02']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
0b70263c,,,"I was already socially isolated due to chronic illness, now that is the norm so I was already adapted and am not missing out on so many social events","Increased acceptance of socializing via video,  increased opportunity to work from home, healthier meals, more home cooking, slower paced life, delivery/takeout more available from most everywhere (these were all difficulties for me pre-pandemic due to disability)","I was already socially isolated due to chronic illness, now that is the norm so I was already adapted and am not missing out on so many social events. Increased acceptance of socializing via video,  increased opportunity to work from home, healthier meals, more home cooking, slower paced life, delivery/takeout more available from most everywhere (these were all difficulties for me pre-pandemic due to disability)",already socially isolate due chronic illness norm already adapt not miss many social event increase acceptance socializing via video increase opportunity work home healthy meal home cook slow paced life delivery takeout available everywhere difficulty pre pandemic due disability,415,65,0,['0b70263c'],['0b70263c'],"('0b70263c',)",29,family connect weekly via video call time self care time family close family regular contact,communicate family,0.396,0.71,15,1.722158438576349
0bc954cd,Working from home and confined at home,Spending less money,Saving money as no longer commuting,,Working from home and confined at home. Spending less money. Saving money as no longer commuting.,work home confine home spending less money save money long commute,97,16,0,['0bc954cd'],"['0bc954cd', 'f0aa1aa9']","('0bc954cd', '3d8ed21d', 'b086b7f4', 'f0aa1aa9')",2,work home confine home spending less money save money long commute,work home work home home improvement do less commuting home work,0.108,0.73,28,3.214695752009185
0cccf65d,Quite and less pollution,More time to complete DIY tasks.,Able to tackle some DIY at home,,Quite and less pollution. More time to complete DIY tasks.. Able to tackle some DIY at home.,quite less pollution time complete diy task .. able tackle diy home,92,17,0,['0cccf65d'],['0cccf65d'],"('0cccf65d',)",30,time cook exercise less traffic noise walk around local area often reduce emission easy attend appointment etc work day less time spend commute commute increase time do thing home,less pollution less work related stress save money free time,0.236,0.726,13,1.492537313432836
0cd23e27,,less waste!,,,less waste!.,less waste,12,2,0,['0cd23e27'],['0cd23e27'],"('0cd23e27',)",31,eat less healthy,diet less meat,0.256,0.818,3,0.34443168771526983
0cec7738,,Doing more yoga practice at home,,,Doing more yoga practice at home.,yoga practice home,33,6,0,['0cec7738'],['0cec7738'],"('0cec7738',)",25,exercise home read learn new skill learn new skillset,exercise perform personal task time study course material learn something new,0.297,0.737,7,0.8036739380022963
0cf6d4d9,I'm eating healthier and exercising more,I'm working out a lot more improving my fitness.,,,I'm eating healthier and exercising more. I'm working out a lot more improving my fitness..,eat healthy exercise work lot improve fitness ..,91,15,0,['0cf6d4d9'],"['0cf6d4d9', '63f030c8', 'c97a4889']","('07c18654', '0cf6d4d9', '114578a1', '1a7e3ece', '1d5f2287', '3fe3190f', '401bf43e', '5965630a', '5f0dc810', '63f030c8', '670a41e2', '7df82da0', '81ed0607', '9665642e', 'a443da96', 'b5cb55ee', 'b73f6dd8', 'c7b02690', 'c97a4889', 'cfc9506b', 'd013c445', 'd18a8a5f', 'd44a8505', 'f1570e37')",19,run lot usual .. time exercise time exercise,regular daily exercise,0.221,0.759,33,3.788748564867968
0d4a1693,Havibg time to catch up on reading,More time to think and reclect,,,Havibg time to catch up on reading. More time to think and reclect.,havibg time catch reading time think reclect,67,13,0,['0d4a1693'],['0d4a1693'],"('0d4a1693',)",5,time,time reflect relax,0.426,0.645,14,1.6073478760045925
0d635a37,,more conscience of being more sanitary,,"Being more resourceful in finding alternative solutions to shopping, exercise ","more conscience of being more sanitary.  Being more resourceful in finding alternative solutions to shopping, exercise",conscience sanitary resourceful find alternative solution shopping exercise,118,16,0,['0d635a37'],['0d635a37'],"('0d635a37',)",32,well hygiene procedure,obsessive cleaning,0.339,0.648,7,0.8036739380022963
