,ID,Corpus,clean_text,Topic,Probability
190,35e1c8cb,"spending more time with family and speaking to them on the phone and video calling. keeping more in contact with friends and family. Spending more time at home with the family. spending more time with the family, and less money spent on travelling to work",spend time family speak phone video call keep contact friend family spend time home family spend time family less money spend travel work,6,0.414323134
191,35fca1dd,Reading more.  Less pressure to socialise. Parent teacher evenings - virtually is the way Girard both as a parent and as an educator,read less pressure socialise parent teacher evening virtually way girard parent educator,-1,0
192,3609306f,drinking less alcohol and going to bed early. Less Alcohol consumption. No commuting; less socialising = less alcohol consumption; getting more sleep. drinking less alcohol and saving money,drink less alcohol go bed early less alcohol consumption commute less socialise less alcohol consumption get sleep drink less alcohol save money,-1,0
193,365f1487,Obsessive cleaning.,obsessive cleaning,13,0.262691827
194,369adfe3,more free time time to exercise. more time to walk. More exercise and more relaxed. More exercise,free time time exercise time walk exercise relaxed exercise,-1,0
195,36b6e112,"Spending more time with my husband. I have spent more time with my husband, enjoyed being at home more and not commuting. I have saved money as I am working from home and it has made me re-think my work life balance. I have also got a lot done in my house and garden.. Spending less time travelling. So more time at home with my partner. Better work life balance",spend time husband spend time husband enjoy home not commute save money work home make re think work life balance also get lot do house garden .. spend less time travel time home partner well work life balance,5,1
196,36d95817,Walking out in the neighborhood more. Going outside to walk more..,walk neighborhood go outside walk ..,-1,0
197,37185d41,"I was quarantined with a lot of friends in argentina and we had to take a repatriation flight home which cut our trip short but we all got a lot closer whilst there so I've improved friendships (i am now back home). Also have saved money as I would have been travelling if this hadn't happened. I was supposed to be in Argentina until July but being home will mean I get to spend my 21st birthday with my family. I am also taking the time out to work on my relationship with food and exercise so hopefully that will be a good thing to come out of it.. I read a lot now, I've gotten into cycling, I got to spend lots of time with my family. I read more, I spend more time with my housemates (my best friends), I am more organised and on top of uni work",quarantine lot friend argentina take repatriation flight home which cut our trip short get lot close whilst improve friendship back home also save money would travel not happen suppose argentina july home will mean get spend 21st birthday family also take time work relationship food exercise hopefully will good thing come .. read lot get cycling got spend lot time family read spend time housemate my b friend organise top uni work,-1,0
198,375797f9,Eating as a family. Walking much more. Fitter - more walking.  Decided to take early retirement.,eat family walk much fitter walk decide take early retirement,0,0.729735031
199,37c67e61,Social distancing. Education.,social distancing education,-1,0
200,380490f8,Self introspection. looking inward for peace. we decided to take our money out of the IRA to pay off our mortgage.,self introspection look inward peace decide take our money ira pay our mortgage,-1,0
201,38cd07a9,"Fresh air, fewer aeroplanes around. More time to learn new skills at home. More time for myself. Deserved rest, I worked too long hours before it",fresh air few aeroplane around time learn new skill home time deserve rest work long hour,7,0.300289828
